text,label,corpus_code
second-track diplomatic efforts to build constructive relationships between the two communities are required.,1,62110_200810
"all aboriginal communities to have, by 2008, clean water and adequate housing.",1,62420_200406
the chief electoral officer estimates millions of dollars may be held in these trusts.,0,62623_200601
legally recognize the legitimacy and jurisdiction of indigenous governments.,0,62320_200810
"initiating discussions on the commitments for industrialized countries in the period beyond 2012, when the first period of the kyoto protocol ends.",0,62420_200601
"for centuries, family farms were the foundation of our society and economy.",2,62110_200810
we will also create a scholarship program to support those who already have graduate degrees in engineering and the natural and health science to also acquire business and management training via mba studies at canadian universities.,1,62420_200601
"for example, sheila copps, a former deputy prime minister, was defeated by one of paul martin’s cabinet supporters in a nomination race that left many questions about its fairness.",0,62623_200406
"when canada embarked on reducing its deficit, the government told us the resulting freedom would help us build the country we wanted.",2,62320_200406
"eliminate the loopholes that enable canadian corporations to avoid paying the taxes they owe by running their finances through international tax havens, as spelled-out in the auditor general’s report.",1,62320_200810
